,Unnamed: 0,name,country,city,town,address,total space (sqft),colocation space (sqft),total power (MW),latitude,longitude
0,0,EXA Infrastructure,switzerland, Geneva, 1217 Meyrin,Chemin de l'Epinglier 2,,,,46.2017559,6.1466014
1,1,NexTDC,australia, Perth WA,11 Newcastle Street,,129166.93,,20,-31.9558933,115.8605855
2,2,OVHCloud,usa, Virginia 20187, Warrenton,6872 Watson Ct,,,,33.711823,-117.7924143
3,3,LeaseWeb,germany, Kalbach-Riedberg, 60437 Frankfurt am Main,Heinrich-Lanz-Allee 47,215278,,10,50.1766221,8.6320784
4,4,Amazon AWS,usa,VA, Chantilly,43701 Clubber Ln,150000,,,37.1232245,-78.4927721
5,5,Stream Data Centers,usa, Texas, San Antonio,9550 Westover Hills Blvd,75840,30000,10.8,31.2638905,-98.5456116
6,6,IBM Cloud,australia,Sydney NSW,,,,,,-33.8698439,151.2082848
7,7,Amazon AWS,usa, VA, Sterling,21111 Ridgetop Circle,,,,37.1232245,-78.4927721
8,8,Amazon AWS,usa,VA, South Riding,25410 Sutton Bay Plz,145000,,,37.1232245,-78.4927721
9,9,Global Switch,germany, Frankfurt am Main Mitte-West, 60489 Frankfurt am Main,Eschborner Landstraße 110,127682,,,50.12352125,8.600043264
10,10,Amazon AWS,usa,VA, Ashburn,43790 Devin Shafron Drive,,,,37.1232245,-78.4927721
11,11,IBM Cloud,brazil,Sao Paulo, 1157 - Vila Mariana,Rua Tutóia,,,,-23.5506507,-46.6333824
12,12,Microsoft Azure,qatar,Doha,,,,,,25.2856329,51.5264162
13,13,NTT Communications,brazil,Sao Paulo, 71 - Bela Vista,Avenida Paulista,,,,-23.5506507,-46.6333824
14,15,Amazon AWS,japan, Chiba, Inzai, 2 Chome-３-12 Otsuka,,,,35.549399,140.2647303
15,16,Amazon AWS,usa,VA, Ashburn,44854 Interconnection Plz,150000,,,37.1232245,-78.4927721
16,17,EdgeConnex,ireland, Dublin, Dublin 22, Kilmahuddrick,,,7,53.3493795,-6.2605593
17,18,165 Halsey Street,usa,NJ, Newark, Halsey Street,180000,40000,80,40.0757384,-74.4041622
18,19,DataHub Asia,bangladesh, Dhaka 1212,87 Rd # 4,,,4000,,23.78047185,90.35832872
19,20,NexTDC,australia, Brisbane City QLD,20 Wharf St,,17760.45,,2.25,-27.4689682,153.0234991
20,21,OVHCloud,france, 59820 Gravelines,Route de la Ferme Masson,,,,,50.97948161,2.147510951
21,22,NexTDC,australia, Bruce ACT,19 Battye Street,,24326.44,,4.4,-35.2453517,149.0916334
22,23,Polaris Data Centre,australia, Springfield Central QLD 4300,11 Mary Mackenroth Ln,,156077,78652,0.06,-27.6861177,152.9037832
23,24,STACK INFRASTRUCTURE,usa, TX, Plano,6653 Pinecrest Drive,294000,247000,82,31.2638905,-98.5456116
24,25,IBM Cloud,usa, CA, Santa Clara,3105 Alfred Street,,,,36.7014631,-118.755997
25,26,Amazon AWS,usa,VA, Manassas, 7500 Bethlehem Rd,,,,37.1232245,-78.4927721
26,27,STACK INFRASTRUCTURE,italy, Province of Pavia, Siziano, 8/10,,,5,45.3979757,11.8611057
27,28,NexTDC,australia, West Footscray VIC,25 Indwe Street,,1076391,,150,-37.80174125,144.8840739
28,29,IBM Cloud,japan, Tokyo, Chuo City, 19-21 Nihonbashi-Hakozakichō,,,,35.6821936,139.762221
29,30,Amazon AWS,brazil,sao simao, Brasil - Jardim Ermida I, Jundiaí - São Paulo,,,,-21.4800208,-47.5531095
30,31,Microsoft Azure,china,Shanghai,,,,,,31.2323437,121.4691024
31,32,IBM Cloud,usa, TX, Dallas,4849 Alpha Road,,,,31.2638905,-98.5456116
32,33,Carrier One Inc,usa, TX, Dallas,1515 Round Table Drive,107000,,8,31.2638905,-98.5456116
33,34,Amazon AWS,israel,Shoham,,,,,,32.0004845,34.9465419
34,35,IBM Cloud,spain,Madrid,,,,,,40.4167047,-3.7035825
35,36,LeaseWeb,usa,VA, Manassas, 11680 Hayden Rd,,,0.25,37.1232245,-78.4927721
36,37,STACK INFRASTRUCTURE,italy, PV, 27010 Siziano, 8/10,75347.37,,10,45.03685465,9.137825083
37,38,NTT Communications,south korea,Seoul,,,,,,37.5666791,126.9782914
38,39,LeaseWeb,usa,CA, San Jose,1735 Lundy Ave,157908,,,36.7014631,-118.755997
39,40,HostDime,brazil,, João Pessoa - PB, 1223 - Estados,20000,,,31.2829848,34.2534441
40,41,Equinix,usa,CA, San Jose,5 Great Oaks Boulevard,193000,,,36.7014631,-118.755997
41,42,China Telecom,china, Guangdong, Dongguan,Zhangmutouzhen,,,,23.1357694,113.1982688
42,43,MOD Mission Critical,usa, WA, Seattle,2001 6th Avenue,400400,290000,,47.2868352,-120.212613
43,44,Enzu,usa, CA, San Francisco,201 Paul Ave,,,,36.7014631,-118.755997
44,45,Tel Networks Inc.,usa, NY, New York,32 Ave of the Americas,,,,43.1561681,-75.8449946
45,46,China Telecom,china, Jiangsu, Wuxi, Binhu,,,,33.0000001,119.9999999
46,47,Colocation America,usa, IL, Elk Grove Village,2200 Busse Rd,485000,100000,36.4,40.0796606,-89.4337288
47,48,China Telecom,china, Sichuan Sheng, Chengdu Shi, Wuhou Qu,,,,30.5000001,102.4999999
48,49,China Telecom,china, Jiangsu, Nanjing,Jianye,,,,33.0000001,119.9999999
49,50,Iron Mountain Data Centers,usa, VA, Manassas, 11680 Hayden Road,,,,37.1232245,-78.4927721
50,51,MOD Mission Critical,usa, TN, Franklin,4600 Carothers Parkway,80000,15000,6,35.7730076,-86.2820081
51,52,Xfernet,ireland, Dublin, Ballycoolen,14 Northwest Business Park,,,,53.3493795,-6.2605593
52,53,Psychz Networks,russia, Moscow,10,улица 7,178821,,,55.7505412,37.6174782
53,54,Tel Networks Inc.,usa, NY, Albany,194 Washington Avenue,,,,43.1561681,-75.8449946
54,55,China Telecom,china, Sichuan, Mianyang, Fucheng,,,,30.5000001,102.4999999
55,56,Zenlayer,china, Sichuan, Chengdu, Wuhou,,,,30.5000001,102.4999999
56,57,China Telecom,china, Jiangsu Sheng, Changzhou Shi, Zhonglou Qu,,,,33.0000001,119.9999999
57,58,CoreSite,usa, CA, Santa Clara,2901 Coronado Drive,50000,,,36.7014631,-118.755997
58,59,Enzu,hong kong, Tsuen Wan,168 Yeung Uk Road,,,,,22.3716605,114.1134699
59,60,China Telecom,china, Hubei, Xiaogan, Xiaonan,,,,31.15305035,112.8806423
60,61,Nxtra by Airtel,india, Uttar Pradesh, Noida,Sector 62,,,4,27.1303344,80.859666
61,62,Digital Realty,brazil, 13185-252, Hortolândia - SP, 4 - Jardim Santa Izabel,32000,,3,-30.55010885,-52.51652319
62,63,Enzu,usa, CA, San Francisco,200 Paul Avenue,,,,36.7014631,-118.755997
63,65,China Telecom,china, Zhejiang, Ningbo,Zhenhai,,,,29.0000001,119.9999999
64,66,China Telecom,china, Jiangsu, Changzhou,Wujin,,,,33.0000001,119.9999999
65,67,China Telecom,china, Shanghai Shi, Hongkou Qu,Si Chuan Bei Lu,,,,31.2323437,121.4691024
66,68,MOD Mission Critical,japan, Osaka, Chuo Ward,Shiromi,131223,,,34.661629,135.4999268
67,69,China Telecom,china, Sichuan, Panzhihua, Eastern District,,,,30.5000001,102.4999999
68,70,Enzu,usa, NJ, Clifton,2 Peekay Drive,,,,40.0757384,-74.4041622
69,71,NorthC,netherlands, 3045 PV Rotterdam,Tempelhof 5-11,,116250,49514,7.3,51.95319566,4.448005914
70,72,China Telecom,china, Beijing, Daxing,16 Shuangyang Rd,,,,39.9057136,116.3912972
71,73,MOD Mission Critical,usa, CA, San Diego,9305 Lightwave Avenue,100000,56342,2.9,36.7014631,-118.755997
72,74,China Telecom,china, Jiangxi Sheng, Nanchang Shi, Xihu Qu,,,,28.0,116.0
73,75,China Telecom,china, Hunan Sheng, Changsha Shi, Furong Qu,,,,27.6662087,111.7487063
74,76,Zenlayer,china, Hubei, Wuhan, Qiaokou,,,,31.15305035,112.8806423
75,77,China Telecom,china, Beijing,Shunyi,,,,,39.9057136,116.3912972
76,78,China Telecom,germany, 60313 Frankfurt am Main,Taubenstraße 7,,,,,50.11531564,8.682280853
77,79,China Telecom,china, Beijing, Tongzhou, Kechuang 9th Street,,,,39.9057136,116.3912972
78,80,Cologix,canada, ON, Markham,105 Clegg Rd,120000,,13,50.000678,-86.000977
79,81,Limestone Networks,france, 93200 Saint-Denis,114 Rue Ambroise Croizat,,,,,48.93346144,2.354968685
80,82,Cologix,usa, MN, Minneapolis,511 11th Avenue South,28000,28000,,45.9896587,-94.6113288
81,84,DartPoints,usa, SC 29201, Columbia,1000 Catawba Street ste 180,15000,5000,,17.7566382,-64.58357752
82,85,FOGO Solutions,usa,LA, New Orleans,935 Gravier Street 10th floor,21000,7000,0.35,34.0536909,-118.242766
83,86,Digital Realty,germany, 60314 Frankfurt am Main,Weismüllerstraße 34,,54000,,9.6,50.11376968,8.712718914
84,87,AtlasEdge Data Centres,denmark, 2450 Copenhagen,Borgmester Christiansens Gade 55,,19375,12916,3.5,55.64841782,12.53605183
85,88,Centersquare,usa, CA, Santa Clara,2401 Walsh Avenue,271872,168500,8,36.7014631,-118.755997
86,89,Digital Realty,switzerland, 8152 Glattbrugg,Bäulerwisenstrasse 4,,67800,,12,47.4326312,8.5647892
87,90,Zenlayer,usa, CA, Los Angeles,624 South Grand Avenue,,,,36.7014631,-118.755997
88,91,QTS Data Centers,usa,Arizona, Phoenix,120 East Van Buren Street,288000,,32,34.395342,-111.763275
89,92,Datacenter United,belgium, Burcht 2070 Zwijndrecht,Antwerpsesteenweg 221/223,,,,,51.2028046,4.3416362
90,93,Cologix,usa, TX, Dallas,1950 North Stemmons Freeway,13000,,,31.2638905,-98.5456116
91,94,Centersquare,usa, VA, Sterling,22810 International Drive,556457,556457,47,37.1232245,-78.4927721
92,95,Equinix,netherlands, Amsterdam,Gyroscoopweg 2E,,36597,36597,6400,52.3730796,4.8924534
93,96,HostDime,usa,CA, Los Angeles,600 W 7th St,490000,,,36.7014631,-118.755997
94,97,China Telecom,brazil, 02675-031, Osasco - SP, 350 - Vila Menck,,,,-23.49394108,-46.75062385
95,98,Equinix,peru, Lima,Centauro 115,,8094,,0.7,-12.0621065,-77.0365256
96,99,MOD Mission Critical,singapore,15 Pioneer Walk,,,363302,219263,,1.3216524,103.6958287
97,100,Switch Data Centers,usa, TX, Austin,4100 Smith School Road,,,,31.2638905,-98.5456116
98,101,Lumen,usa, TN, Memphis,3993 Crowfarn Drive,13000,1514,,35.7730076,-86.2820081
99,102,MOD Mission Critical,canada, ON, Toronto,151 Front Street West,25000,25000,,50.000678,-86.000977
100,103,Flexential,usa,CO, Denver,1500 Champa Street suite 100,35380,7580,1.25,38.7251776,-105.607716
101,104,TierPoint,usa, Oklahoma 73112, Oklahoma City,4114 Perimeter Center Place,69000,34000,2.6,35.5377266,-97.5103397
102,105,DataBank,usa, TX, Dallas,8600 Harry Hines Boulevard,23000,12560,0.675,31.2638905,-98.5456116
103,106,TierPoint,usa, AR, Little Rock,15707 Chenal Parkway,30000,9000,,35.2048883,-92.4479108
104,107,Cirion Technologies,brazil, Rio de Janeiro - RJ,Quinta da Boa Vista - Parque Quinta da Boa Vista - São Cristóvão,,5000,4000,5,-22.9110137,-43.2093727
105,108,Cogent Communications,usa, NY, New York,25 Broadway,42371,42371,,43.1561681,-75.8449946
106,109,DartPoints,usa, SC 29303, Spartanburg,5700 N Blackstock Rd,21400,7000,,17.7566382,-64.58357752
107,110,DataBank,usa,TX, Houston,11003 Corporate Centre Dr,162000,41860,4.5,31.2638905,-98.5456116
108,111,ManagedWay,usa, MI, Troy,600 Executive Drive,50000,25000,4,43.6211955,-84.6824346
109,112,"Handy Networks, LLC",usa, Ohio, Cleveland,1625 Rockwell Ave,500000,351000,10,40.2253569,-82.6881395
110,113,Digital Realty,brazil, 21535-510, Rio de Janeiro - State of Rio de Janeiro, 513 - Pavuna,32000,,3,-22.8730922,-43.2481833
111,114,IPXON Networks,colombia, Bogota,Cra. 68 #169a-73,,6458,3768,1100,4.6533816,-74.0836333
112,115,NorthC,germany, 81541 Munich,Balanstraße 73,,53820,21527,2,48.12021611,11.58493544
113,116,NorthC,netherlands, 1014 BB Amsterdam,Kabelweg 48a,,53820,26910,2.4,52.39209439,4.847810964
114,117,TierPoint,usa, MO, Kansas City,10801 North Amity Avenue,27000,5700,,33.512691,131.304743
115,118,Green Colo LTD,uk, Fareham, Portchester, Cams Hall Estate,"2,000","1,500",2,50.8526637,-1.1783134
116,119,Lumen,usa, MD, Baltimore,300 West Lexington Street,50958,8123,,39.5162401,-76.9382069
117,120,ScaleMatrix,usa, TX, Allen,820 Allen Commerce Parkway,16000,,7.2,31.2638905,-98.5456116
118,121,Hivelocity,usa, IL, Chicago,725 South Wells Street,,6000,0.6,40.0796606,-89.4337288
119,122,Digital Realty,france, Ivry-sur-Seine,11-15 Rue Galilée,,15069,,4,48.8122302,2.3872525
120,123,H5 Data Centers,usa, CA, San Luis Obispo,3610 Sacramento Dr,44000,,,36.7014631,-118.755997
121,124,China Telecom,china, Beijing,Fengtai District,,,,,39.9057136,116.3912972
122,125,IPXON Networks,argentina, Córdoba,Coronel Pedro Zanni 250,,9687,5382,1900,-31.4166867,-64.1834193
123,126,Tel Networks Inc.,canada, NL, St. John's,Allandale Rd near Confed Bldg,,,,53.8217327,-61.2295532
124,127,Enzu,usa, TX, Austin,7500 Metro Center Dr,,,,31.2638905,-98.5456116
125,128,DEAC European Data Center Operator,latvia, Rīga, Latgales priekšpilsēta,Čuibes iela 17,149,56,2,56.9493977,24.1051846
126,129,Equinix,usa,VA, Ashburn,22175 Beaumeade Circle,36000,,,37.1232245,-78.4927721
127,130,Cologix,canada, BC, Vancouver,555 West Hastings Street,5000,5000,,55.001251,-125.002441
128,131,MOD Mission Critical,usa, NC 28262, Charlotte,10105 David Taylor Drive,62589,10000,3.3,35.38989575,-80.71022222
129,132,FirstLight,usa, NH, Lebanon,16 Cavendish Court,,,,43.4849133,-71.6553992
130,133,Performive,usa, GA, Marietta,1130 Powers Ferry Place,,,,32.3293809,-83.1137366
131,134,24Shells Inc,uk, London,1 Paul Julius Cl,,,,,51.5074456,-0.1277653
132,135,DataBank,usa,TX, Houston,5150 Westway Park Blvd,162000,110190,23.7,31.2638905,-98.5456116
133,136,Digital Realty,usa, TX, Dallas,8435 North Stemmons Freeway,35000,,4,31.2638905,-98.5456116
134,137,Cologix,usa, TX, Dallas,1950 North Stemmons Freeway,12000,12000,,31.2638905,-98.5456116
135,138,Cologix,usa, MN, Minneapolis,511 11th Ave S,16000,,3.4,45.9896587,-94.6113288
136,139,Tonaquint Datacenters,usa, OK, Oklahoma City,4442 Newcastle Rd,65000,20000,2.5,34.9550817,-97.2684063
137,140,China Telecom,china, Guangdong, Qingyuan,Qingcheng,,,,23.1357694,113.1982688
138,141,Equinix,canada, BC V5C 6C6, Burnaby,4185 Still Creek Drive suite c 150,48524,3696,,-6.0613871,-49.9063016
139,142,123NET,usa, MI, Southfield,24245 Northwestern Hwy,,8000,1.5,43.6211955,-84.6824346
140,143,DartPoints,usa, SC 29456, Ladson,8480 Palmetto Commerce Pkwy,15000,5000,,17.7566382,-64.58357752
141,144,Enzu,usa, FL, Miami,50 NE 9th St,,,,27.7567667,-81.4639835
142,145,Deft,usa, IL, Chicago,350 E Cermak Rd,1133739,,100,40.0796606,-89.4337288
143,146,Stellar Technologies Inc.,usa, AZ, Tempe,3011 South 52nd Street,,,,34.395342,-111.763275
144,147,Struxture,canada, BC, Burnaby,4590 Canada Way,54000,25000,10,55.001251,-125.002441
145,148,MOD Mission Critical,usa, AZ, Phoenix,3402 East University Drive,,90000,,34.395342,-111.763275
146,149,Digital Realty,canada,ON, Vaughan, Woodbridge,711000,,27.6,50.000678,-86.000977
147,150,Digital Realty,belgium, Zaventem,Mercuriusstraat 27,,72000,,,50.8806207,4.4730008
148,151,Equinix,china, Shanghai, Pudong,700 Jinyu Road,30755,10781,,31.2323437,121.4691024
149,152,Hivelocity,india, Maharashtra, Pune, Hinjawadi,,,,18.9068356,75.6741579
150,153,Digital Realty,france, 77600 Ferrières-en-Brie,16 Avenue Joseph Froelicher,,60000,,20,48.8213887,2.7045126
151,154,Acehost Data Centers,usa, FL, Tampa,412 East Madison Street,10000,8000,2.5,27.7567667,-81.4639835
152,155,MOD Mission Critical,usa,WA, Kennewick,4916 West Clearwater Avenue,,,,47.2868352,-120.212613
153,156,H5 Data Centers,usa, NJ, Secaucus,200b Meadowlands Parkway,38000,,,40.0757384,-74.4041622
154,157,China Telecom,china, Beijing, Xicheng,11 Xi Chang An Jie,,,,39.9057136,116.3912972
155,158,Digital Realty,mexico, Querétaro, Villa Progreso, San José,258000,,31,20.8052225,-99.8837376
156,159,Prime Data Centers,usa, IL, Elk Grove Village,1501 Midway Ct,354000,156000,54,40.0796606,-89.4337288
157,161,Amazon AWS,ireland, Co. Meath, Drogheda, Rathmullan,,,,53.6497514,-6.588531024
158,162,Amazon AWS,germany, 65428 Rüsselsheim,Karl-Landsteiner-Ring 4,,,,,49.98202288,8.427255119
159,163,AIMS Data Centre SDN BHD,malaysia, Federal Territory of Kuala Lumpur, 50200 Kuala Lumpur, Bukit Ceylon,6500,5000,5,3.1526589,101.7022205
160,164,Amazon AWS,uk,Didcot OX11 7YS,,,,,,51.6056908,-1.2467923
161,165,Google,chile, Región Metropolitana, Quilicura,El Molino 2130,,,,-33.5036125,-70.7588544
162,166,CtrlS Datacenters LTD,india, Telangana 500032, Nanakramguda, Financial District,,191749,10,17.4298912,78.3702951
163,167,Amazon AWS,ireland, Dublin 15, Blanchardstown,Snugborough Road,,,,53.39493455,-6.389208545
164,168,Hetzner,germany, Nuremberg,Sigmundstraße 135,,430566,,1.2,49.453872,11.077298
165,170,Amazon AWS,usa, VA, Manassas,11200 Thomasson Barn Road,149404,,,37.1232245,-78.4927721
166,171,Amazon AWS,usa, VA, Manassas, 8180 Bethlehem Rd,215500,,,37.1232245,-78.4927721
167,172,Amazon AWS,ireland, Dublin 24, Tymon North,30A Greenhills Road,230791,,,53.2479888,-6.424349898
168,174,Amazon AWS,usa, VA 20169, Haymarket,15455 John Marshall Hwy,147187,,,41.838558,-71.425049
169,175,Airtrunk,australia, Huntingwood NSW,35 Huntingwood Dr,,376737,,130,-33.797973,150.881592
170,176,Amazon AWS,usa,VA, Manassas,8190 Bethlehem Rd,147530,,,37.1232245,-78.4927721
171,177,Amazon AWS,usa, VA, Sterling,45360 West Severn Way,108000,,,37.1232245,-78.4927721
172,178,Microsoft Azure,south africa,2191, Johannesburg, Sandton,,,,-26.31418216,27.68743599
173,179,Microsoft Azure,south korea,Seoul,,,,,,37.5666791,126.9782914
174,180,Seek,australia, Brisbane Airport QLD,Lomandra Drive,,3861,900,6,-27.38762125,153.121582
175,181,Apple Inc.,china, Guizhou,Guiyang,,,,,27.0,107.0
176,182,Microsoft Azure,poland,Warsaw,,,,,,52.2319581,21.0067249
177,183,IBM Cloud,usa, TX, Dallas,1950 North Stemmons Freeway,,,,31.2638905,-98.5456116
178,184,IBM Cloud,netherlands, 1066 VH Amsterdam,Johan Huizingalaan 765,,,,,52.3432794,4.830386352
179,185,Apple Inc.,china, Inner Mongolia,Ulanqab,,,,,43.2443242,114.3251664
180,186,STACK INFRASTRUCTURE,switzerland, VD, 1196 Gland,Route des Avouillons 32/34 36,165764.22,,30,46.6356963,6.5320717
181,187,Amazon AWS,usa,VA, South Riding,25420 Sutton Bay Plz,145000,,,37.1232245,-78.4927721
182,188,Amazon AWS,ireland, Dublin,Clonshaugh Business & Technology Park,,,,,53.3493795,-6.2605593
183,189,Oracle,usa, VA,Ashburn,,,,,37.1232245,-78.4927721
184,190,NTT Communications,indonesia, Jakarta, South Jakarta City, Mampang Prapatan,,,,-6.175247,106.8270488
185,191,Your DC,australia,Edinburgh SA 5111,,,65659,24856,8,-34.7191379,138.6350042
186,192,Seek,australia, Artarmon NSW 2064,5 Broadcast Way,,552,,1.8,-33.8084051,151.184511
187,193,Amazon AWS,ireland, Dublin, Tymon North,Greenhills Road,,,,53.3493795,-6.2605593
188,194,NexTDC,australia, Tullamarine VIC 3043,75 Sharps Rd,,161458.66,,40,-37.704658,144.8717732
189,195,Oracle,jeddah saudi arabia,,,,,,,,
190,196,Amazon AWS,usa, VA 20166, Sterling,22945 International Dr,155000,,,41.838558,-71.425049
191,197,Oracle,india, Maharashtra,Mumbai,,,,,18.9068356,75.6741579
192,198,Amazon AWS,japan, Chiba, Inzai, 2 Chome Otsuka,,,,35.549399,140.2647303
193,199,NX Data,romania, Bucharest,Bulevardul Dimitrie Pompeiu 8,,,10764,1,44.4361414,26.1027202
194,200,SBA Edge,brazil, State of São Paulo,São Paulo,,43056,,,-23.45872135,-46.54266112
195,201,Rackspace,germany, 60528 Frankfurt am Main,Lyoner Straße 28,,3046.19,,2.4,50.08361544,8.643779497
196,202,1547 Critical Systems Realty,usa, TX, McAllen, South 10th Street,209000,,1.5,31.2638905,-98.5456116
197,203,Hivelocity,usa, GA, Atlanta,250 Williams Street Northwest,,,,32.3293809,-83.1137366
198,204,Digital Realty,usa,VA, Ashburn,43881 Devin Shafron Drive bldg b,135000,,,37.1232245,-78.4927721
199,205,Equinix,brazil,Rio de Janeiro, 360 - Botafogo,Rua Voluntários da Pátria,55972,15065,1.02,-22.9110137,-43.2093727
200,206,Digital Realty,usa, MA, Needham,105 Cabot Street,133000,40000,10,18.3414575,-64.9335173
201,207,Hivelocity,usa, IL, Chicago,350 East Cermak Road,,,,40.0796606,-89.4337288
202,208,Civicos Networking,spain, San Cristóbal de La Laguna,2,Calle la Isa,120,100,0.5,28.4857715,-16.3159422
203,209,Psychz Networks,usa, VA, Herndon,13873 Park Center Rd,,,,37.1232245,-78.4927721
204,210,Flexential,usa, FL 33637, Tampa,8350 Parkedge Dr,60166,60166,3,46.441062,-87.916286
205,211,China Telecom,south korea, Gyeonggi-do,Anyang,,,,,37.2884675,127.0535231
206,212,Cirion Technologies,colombia, Bogota, Bogotá,Cra. 68 #169a-27,14990,7216,7,4.6533816,-74.0836333
207,213,Hivelocity,uk, London E14 2AA,Coriander Ave,,,,,51.5156177,-0.0919983
208,214,Anacondaweb,chile, Región Metropolitana, Santiago,Av Libertador Bernardo O'Higgins 580,3000,2000,1.2,-33.5036125,-70.7588544
209,215,Equinix,japan, Tokyo, Koto City,Edagawa,54659,20322,6000,35.6821936,139.762221
210,216,AtlasEdge Data Centres,netherlands, 1114 AM Duivendrecht,Van der Madeweg 12-14a,,,7986.82,,52.32687496,4.924553627
211,217,Digital Realty,ireland, D, Dublin 22, Kilmahuddrick,59202,,4.6,53.4552319,-6.1538414
212,218,Iron Mountain Data Centers,india, Maharashtra, Pune, Hinjawadi,50186,,2,18.9068356,75.6741579
213,219,1547 Critical Systems Realty,usa, IL, Chicago,40 E Garfield Blvd,230000,52000,5,40.0796606,-89.4337288
214,220,Cologix,canada, QC, Saint-Laurent,7350 Rue Frederick Banting,325000,70000,20,52.4760892,-71.8258668
215,221,Evocative,usa, CA, El Segundo,2260 East El Segundo Boulevard,100000,,15,36.7014631,-118.755997
216,222,Zenlayer,india, West Bengal 700054, Kolkata,Ultadanga,,,,22.56854645,88.41443831
217,223,H5 Data Centers,usa, GA, Atlanta,345 Courtland Street Northeast,110000,45000,35,32.3293809,-83.1137366
218,224,T5 Data Centers,usa, MN, Minneapolis,1001 3rd Avenue South,330000,47000,10.4,45.9896587,-94.6113288
219,225,CyrusOne,spain, Madrid, Alcobendas, 5A,64584,,18,40.4167047,-3.7035825
220,226,antage Data Centers,usa, WA, Quincy,2101 M Street Northeast,775000,512000,89,47.2868352,-120.212613
221,227,QTS Data Centers,netherlands, 9979 XZ Eemshaven,Huibertgatweg 2,,236806,113021,36,53.43691827,6.859528033
222,228,Digital Realty,usa,FL, Miami,36 Northeast 2nd Street,162000,134000,2,27.7567667,-81.4639835
223,229,NorthC,germany, 90475 Nuremberg,Am Tower 5,,113021,53820,6,49.40721518,11.17688591
224,230,Zenlayer,india, Karnataka 560066, Bengaluru, Brookefield,,,,12.9684352,77.7481843
225,231,TierPoint,usa, SD, Sioux Falls,5300 North La Mesa Drive,25000,25000,,44.6471761,-100.348761
226,232,Data Canopy,usa, VA, Ashburn,44664 Guilford Drive,150000,7000,28.4,37.1232245,-78.4927721
227,233,US Signal,usa, MI, Southfield,21648 Melrose Avenue,,,,43.6211955,-84.6824346
228,234,CyrusOne,usa, VA, Sterling,21111 Ridgetop Circle,420000,132000,48,37.1232245,-78.4927721
229,235,QTS Data Centers,usa,NJ, Jersey City,95 Christopher Columbus Drive,120000,51000,3,40.0757384,-74.4041622
230,236,Equinix,uk, Manchester, Archway,Reynolds House,28911,20526,2.7,53.4794892,-2.2451148
231,237,123NET,usa,MI, Byron Center,400 76th St SW,,3500,1,43.6211955,-84.6824346
232,238,OneNeck IT Solutions,usa, WI 53711, Fitchburg,5515 Nobel Dr,60000,,,41.145138,-104.7689332
233,239,Digital Realty,usa, TX, Carrollton,2440 Marsh Lane,135250,60000,12,31.2638905,-98.5456116
234,240,Netrality Data Centers,usa, TX, Houston,1301 Fannin Street,784143,231700,26,31.2638905,-98.5456116
235,241,Cloudsmart,usa, CT, Branford,4 Pin Oak Drive,20000,,1,41.6500201,-72.7342163
236,242,Flexential,usa, CO, Englewood,8636 South Peoria Street,240549,140000,18,38.7251776,-105.607716
237,244,DartPoints,usa, OH, Cincinnati, West 3rd Street,14715,13408,,40.2253569,-82.6881395
238,245,Zenlayer,usa, GA, Atlanta,250 Williams Street Northwest,18000,,1.6,32.3293809,-83.1137366
239,246,Rackspace,hong kong, Fo Tan,8 Wong Chuk Yeung Street,,13273,,1.2,22.3951537,114.1981013
240,247,"Daun Penh Data Center Co., Ltd (DPDC)",cambodia, Phnom Penh,Hun Sen Boulevard,,7965,1044,,11.568271,104.9224426
241,248,Hut 8,canada, BC,Vancouver,,6210,4155,1,55.001251,-125.002441
242,249,Cologix,usa, NJ, Cedar Knolls,9 Wing Drive,50000,50000,,40.0757384,-74.4041622
243,250,China Telecom,china, Shandong, Weihai, Huancui District,,,,36.398987,118.5055691
244,251,Enzu,netherlands, Amsterdam,Science Park Amsterdam 610,,,,,52.3730796,4.8924534
245,252,China Telecom,china, Shanghai, Pudong Xinqu, Fushan Road,,,,31.2323437,121.4691024
246,253,DataVerge,usa, NJ, Jersey City, Town Square Place,10000,,0.6,40.0757384,-74.4041622
247,254,Equinix,usa, FL, Boca Raton,4680 Conference Way South,31310,19000,2.5,27.7567667,-81.4639835
248,255,DataBank,usa, MA, Boston,1 Summer Street,8994,7760,0.5,18.3414575,-64.9335173
249,256,Digital Fortress,usa, WA, Seattle,3101 Western Avenue,24000,,3,47.2868352,-120.212613
250,257,TRG Datacenters,usa, LA, Baton Rouge,One American Place,150000,150000,25,34.0536909,-118.242766
251,258,Digital Realty,usa, IL, Northlake,505 North Railroad Avenue,251000,,40,40.0796606,-89.4337288
252,259,H5 Data Centers,usa, VA 20151, Chantilly,4050 Lafayette Center Dr,"145,000",,16.4,38.8907693,-77.3482828
253,260,Digital Realty,usa,NY, New York, 6th Avenue,132500,132500,9.5,43.1561681,-75.8449946
254,261,Digital Realty,uk, Redhill, St Annes Blvd,Digital Realty London LGW10 LGW11 LGW12,127000,,26,51.2404691,-0.1682816
255,262,FIBERTOWN,usa, TX, Bryan,110 N Main St,47000,25000,0.3,31.2638905,-98.5456116
256,263,Cologix,canada, QC, Montreal,625 Boulevard René-Lévesque Ouest,4421,4421,,52.4760892,-71.8258668
257,264,Zenlayer,hong kong, Tseung Kwan O Industrial Estate,3 Chun Cheong Street,,,,,22.284649,114.271717
